,amazon_tweets
2567,"#AmazonFunzoneSlots
Funzone jackpot on Amazon so play on amazon.
@amazonIN 
@amazon 
#AmazonQuiz 
#AmazonSpinandWin https://t.co/eD3JNqG5WE"
2568,"#AmazonFunzoneSlots
 stay home stay safe.
@amazonIN
#AmazonQuiz
@amazon 
#AmazonSpinandWin https://t.co/od4jfirsMu"
2569,"#AmazonSpinandWin
Hard work is key to success.
@amazon 
@amazonIN 
#AmazonQuiz https://t.co/4wYiWMnwhH"
2570,"My favourite feature is ""Intelligent Display Chip""

#iQOO7Series  @IqooInd @amazonIN https://t.co/3pl1w1tRgp"
2571,"#AmazonSpinandWin
Funzone carnival on Amazon.
Amazon is best.
@amazonIN 
@amazon 
#AmazonQuiz 
#AmazonPrimeVideo https://t.co/5TOXPlc9sV"
2572,"#AmazonQuiz
Carnival edition quiz 
Amazon is best in every sector.
@amazon 
@amazonIN 
#AmazonSpinandWin… https://t.co/fFDFdvn5Pf"
2573,"#AmazonQuiz
Carnival edition quiz on Amazon.
Amazon is best for online shopping.
@amazonIN 
@amazon… https://t.co/abBQusizq8"
2574,"#AmazonQuiz
#AmazonQuizAnswer
#QuizTime
@amazonpay 
@amazonIN 
@amazon 
@Aarifbhati40
I played this interesting Qui… https://t.co/FLrdJJuRmT"
2575,"#AmazonQuiz
#AmazonQuizAnswer
#QuizTime
@amazonpay 
@amazonIN 
@amazon 
@Aarifbhati40
I played this interesting Qui… https://t.co/AYL7uvkIHv"
2576,"#AmazonFunZoneSlots
One plus 9 5G
Stay home stay safe .
@amazonIN 
@amazon https://t.co/0X06HL4ALK"
2577,"Dual chip system with  #SDRTOHDR and #MEMC is my favorite feature in #IQOO7series 
@IqooInd @amazonIN 
#IQOO7series https://t.co/VVDY6x1LFf"
2578,"#AmazonQuiz
Carnival edition quiz on Amazon so play on Amazon.
@amazonIN 
@amazon 
#AmazonSpinandWin https://t.co/0zo99u6EcH"
2579,"#AmazonQuiz
Carnival edition quiz on Amazon.
@amazonIN 
@amazon https://t.co/Z2SOe3PbO2"
2580,I correct all answers in Amazon quiz. I want to try this phone. This phone special feature is display and performan… https://t.co/dcbS3Rov2y
2581,I correct all answers in Amazon quiz. I want to try this phone. This phone special feature is display and performan… https://t.co/L0uzmuZyfN
2582,Fail to understand why one can’t even order books online in Mumbai during the lockdown..they are definitely essenti… https://t.co/XaRVFA2LwJ
2583,Just bought #TheGodEquation from @amazonIN by @michiokaku 💯💯💯💯 https://t.co/k4qExApA19
2584,"I love 22min full charge 
#IQOO7series @IqooInd @amazonIN https://t.co/EPW0L8rufP"
2585,"The epic device with a 66watt charging !! Dayumn son, that's quick!

@IqooInd @amazonIN 
#IQOO7series https://t.co/GQO1rkUga6"
2586,How many times I have to contact to you guys for this same issue which I have been facing since January &amp; I have do… https://t.co/fN3dkk95xw
2587,I played this interesting Quiz on Amazon I played this interesting Quiz on Amazon-Play games at Amazon FunZone… https://t.co/gM9aP8i7ti
2588,"Is there anyone who can solve this or should we continue using our TV this way?
@OnePlus_IN @amazonIN… https://t.co/15r1XIbebe"
2589,I played this interesting Quiz on Amazon I played this interesting Quiz on Amazon-Play games at Amazon FunZone… https://t.co/mex2ql8T7o
2590,"I think @amazonIN should make it mandatory for its delivery boys to wear gloves. For their sake more than ours.

 T… https://t.co/2FpP9swWgG"
2591,"New baby is coming soon😍
#IQOO7Series 
@IqooInd 
@amazonIN https://t.co/wZraqsY178"
2592,Have been  @amazonIN customer since 2015. I placed an order and required an early delivery for the same due to emer… https://t.co/tWgvoG8HgC
2593,The unleashing BMW version. #IQOO7series #iQOO7 With my favourite feature added Qualcomm snapdragon 888. The revolu… https://t.co/CcowJhgfRl
2594,"45+ reviews, rated 4.4/5 on Amazon. Thank you readers for your support! 😄

#ExecutivePresence #Leadership #CEOCoach… https://t.co/OBWpk6p0wO"
2595,"Dear @amazonIN
I ordered ecovacs u2 pro vacuum+mop on 13 apr 21, order# 171-1443981-7778717
I received a broken use… https://t.co/lsqDmzDRm1"
2596,"Favourite features
1. Qualcomm Snapdragon 888 5G 💥
2. 66W FlashCharge⚡ (Full charge in 22mins)
3. 120Hz Amoled disp… https://t.co/tD5rcRFHtR"
2597,"Ok Done Try your luck
@amazonIN @amazon
#AmazonFunzoneSlots https://t.co/GW7uoxBvay"
2598,I played this interesting Guess and Win on Amazon I played this interesting Guess and Win on Amazon-Try your luck f… https://t.co/AOYoi9oZ5v
2599,#worstproductservice #amazonchoro #dontbuyanything One more example by AmazonIN it’s almost 7 days and still I didn… https://t.co/JP7pRIFvcn
2600,I played this interesting Quiz on Amazon I played this interesting Quiz on Amazon-Play games at Amazon FunZone… https://t.co/IstQlgkXHW
2601,"Submitted answers
SpinandWin contest
try your luck @amazonIN @amazon
#AmazonSpinandWin https://t.co/97CCsuxjbD"
2602,I played this interesting Quiz on Amazon I played this interesting Quiz on Amazon-Play games at Amazon FunZone… https://t.co/t0z70JNvTf
2603,😭 IT components are also essential for students😭 https://t.co/YRNauDll3R
2604,Why is @amazonIN not allowing n95 masks to be delivered to Mumbai ? Their own branded masks are available for deliv… https://t.co/RSnCFYyLRQ
2605,"Great Amazon Quiz 
SpinandWin Contest
Lucky chance to winning 
Existing reward thanks for Amazon 
@amazonIN @amazon… https://t.co/C8laUTM8Jh"
2606,"could you please let me know why my application got rejected for new amazon pay credit card, application no. 820191… https://t.co/X9xttwW4TD"
2607,"The design is classic 🔥 🔥
@IqooInd @amazonIN #IQOO7Series https://t.co/is46sxL4di"
2608,Mimlical: Mimlical: @amazonIN So you promise to deliever ESSENTIALS within what 10 days but guess what people will… https://t.co/7GRPALUB3F
2609,"Done Successfull 
@amazonIN
#FunZoneJackpot https://t.co/9OwJfFEpUx"
2610,"Try your luck On Amazon Quiz 
FunZone  @amazonIN  @amazon
#AmazonFunzoneSlots https://t.co/yu56SSIZtf"
2611,"Hi Amazon @amazonIN, I will like to report this unusual behaviour of manufacturer /seller Dr Vaku. They are constan… https://t.co/qF5eG4Yvuo"
2612,This is really great !!! I really need one @IqooInd @amazonIN #IQOO7Series I don't have enough money to buy these p… https://t.co/zJU9NU5Ba2
2613,"Largest Graphite Layer.
6000mm² graphite layer full coverage liquid cooling system.
.
.
.
@IqooInd , @amazonIN… https://t.co/HTD3VdOXi4"
2614,This is really great !!! I really need one @IqooInd @amazonIN #IQOO7Series https://t.co/9396Oczo6K
2615,"Stand out from the crowd &amp; click with details. 

The iQOO 7 Legend comes with 48MP OIS main camera that lets you sh… https://t.co/jjsIYFWf0J"
2616,"&amp; still want to buy Chineese goods? 
Boycott Chinese items across all platforms @amazonIN ,@Paytm ,@Flipkart… https://t.co/2ISlzCoACO"
2617,"Dear Team,
Being a regular customer I am really disappointed with the service quality and responses on my queries.… https://t.co/6oOPyTUbAI"
2618,"Highest Antutu score 830K+
Power amplified like never before.
With 66W flash charge which charges in just 22 min.
.… https://t.co/ActmAinADr"
2619,"SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel… https://t.co/i2BrOZTatG"
2620,"""Love the Earth as you would love yourself."" Go green and make our Earth a beautiful place to live. Happy Earth Day… https://t.co/llwKRbwZHa"
2621,"#OppoF19 launched with 48MP Triple Rear Camera!
And #Amazon listing shows wrong data with 48MP Quad Camera!

Kindly… https://t.co/Kza6PmYYZJ"
2622,"List of Relme accessories available during the sale @realmeIndia @amazonIN
https://t.co/29FYbIBTLa"
2623,Dear @BoatNirvana I bought Airdopes 441 TWS earbuds few months back on @amazonIN however I am extremely disappointe… https://t.co/Okc5EsLzIi
2624,"I played #AmazonQuiz hundred times but couldn't get anything from there, i guess @amazonIN just fooling us to show… https://t.co/Jv2VMzpN6k"
2625,Are Amazon giveaways real or fake @amazonIN @AmazonHelp
2626,Your refund services so poor . I have cancel my order on 18 april until i'm not receive my refund . you can contact… https://t.co/KJmfYGEBb1
2627,"#IQOO7series @IqooInd @amazonIN
I love iqoo phones and their aggressive pricing with flagship features https://t.co/x0DIbNUFFw"
2628,From 3 days it’s in noida only ? @amazonIN https://t.co/CDx0iOleva https://t.co/m7QVfW9V7G
2629,"#AmazonQuiz 

@amazonIN

I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/pcwahw38tk"
2630,"Instead of allowing Shops to do only home delivery of non essential items too, our govt decided to stop @amazonIN a… https://t.co/2suQyHqG0l"
2631,"#AmazonQuiz 

@amazonIN

I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/XfgFLtzBR9"
2632,"KENT Supreme 2020 ,8 L Tank, White, 20 LPH Water Purifier on @amazonIN 

BUY👉: https://t.co/1FdURvcpB8

Visit the K… https://t.co/newe8os0Ek"
2633,Just like @TataCompanies I request all other companies like @Flipkart @amazonIN @IndiaToday @ndtv @ABPNews… https://t.co/93h462rOGS
2634,Wow... Superb songs selection @amazonIN #fuzon https://t.co/CyaIPxPs8d
2635,"Thank you @amazonIN for this wonderful opportunity to win....!!!!
#AmazonQuiz https://t.co/27xUt5U8ad"
2636,"Hey @amazonIN by mistake i ordered 2 earphones instead of one, how do i return one https://t.co/J1oo95Nhrl"
2637,"Hey #Aeroblade Army 😍
 
check out Our All products 
We selling on @amazonIN 🔥

Some Products Has Limited Time Offer… https://t.co/UkLTmdSEv0"
2638,If you want to buy a new phone without exchanging your old phone and getting a good deal than you can go for… https://t.co/d33KnVY83I
2639,Day 149 and counting. Any update yet @amazon on my complaint ticket 0524431704 with @amazonIN or is it not 16 Oct 2… https://t.co/FqVaisbVFz
2640,"I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/PLHUPBEDDj
@amazonIN… https://t.co/t9dch8cW2q"
2641,I played this interesting Spin And Win on Amazon-Play games at Amazon FunZone https://t.co/1PrASs47qT @amazonIN… https://t.co/D9Oio7F4Yj
2642,Wtf @amazon @amazonIN how is laptop charger not an essential in this age ?
2643,"Love the ease of @getsimpl. pls integrate with @Uber_India, @amazonIN, @myntra and @NetflixIndia  #KeepItSimpl"
2644,"I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/4N6W7XqWsC
@amazonIN… https://t.co/oj6Lb8fN8O"
2645,#AmazonQuiz @ABHI_2205 @amazon @amazonIN @JeffBezos @abhi22594 I played this interesting Quiz on Amazon-Play games… https://t.co/rla4Nc3A6t
2646,#IQOO7series  @amazonIN @IqooInd excited about new phone the features are best. https://t.co/Zl0QgVkc7Z
2647,#AmazonQuiz @ABHI_2205 @amazon @amazonIN @JeffBezos @Twitter I played this interesting Quiz on Amazon-Play games at… https://t.co/e9kZdptS7p
2648,1 week shipping times are not acceptable for emergency medical devices @amazonIN @AmazonHelp https://t.co/SVX37lGW9E
2649,"S J.D. @SJD72489404 
#AmazonQuiz 
#CarnivalPictionaryQuiz
Thanks Amazon for Contest 👍
@amazonInQuiz 
@amazonIN… https://t.co/gzAfBch1Vt"
2650,What's with @OnePlus_IN keeping a sale of The OnePlus Watch on @amazonIN when they can't deliver it today to most c… https://t.co/3YvjCS09CC
2651,"S J.D. @SJD72489404 
#AmazonQuiz 
#CARNIVALEDITIONQUIZ
Thanks Amazon for Contest 👍
@amazonInQuiz 
@amazonIN 
@amazon https://t.co/ttTLm75tMs"
2652,I played this interesting Guess and Win on Amazon-Try your luck for a chance to win exciting rewards.… https://t.co/Nt0lnDdmRQ
2653,"S J.D. @SJD72489404 
#AmazonQuiz 
#AmazonSpinandWin 
Thanks Amazon for Contest 👍
@amazonInQuiz 
@amazonIN 
@amazon https://t.co/6xMh0Cqd0j"
2654,"S J.D. @SJD72489404 
#AmazonQuiz 
#AmazonSpinandWin 
Thanks Amazon for Contest 👍
@amazonInQuiz 
@amazonIN 
@amazon https://t.co/flCrb5HoYR"
2655,"S J.D. @SJD72489404 
#AmazonQuiz 
#DailyQuizTime
Thanks Amazon for Contest 👍
@amazonInQuiz 
@amazonIN 
@amazon https://t.co/SG4HBiFejQ"
2656,"I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/mIThE8TzdU
@amazonIN… https://t.co/PLi3MwgYGD"
2657,"Subscribed. 
My favourite feature of #IQOO7series: Intelligent Display Chip which would give amazing gaming experie… https://t.co/1i8tyX9LdA"
2658,"Redmi Note 10 Series starting ₹11,999 | Sale starts today at 12 Noon. #amazonIN https://t.co/GIWE0ChIJY

10% Instan… https://t.co/yTgIGZ8aVY"
2659,"#AmazonSpinandWin @amazonIN

Tagging @deepalidamani @sd12dec @sarikag77 @Moliin4u @PinkyDholakia @blessedkamal… https://t.co/SPmWEP7FOw"
2660,"faster killing machine, best colling beast i lov iqooo ❤️❤️❤️@iqoolnd,@amazonIN ,#IQOO7series https://t.co/kaSPWWPvws"
2661,"I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/hi5gQdGPlI
@amazonIN… https://t.co/LjuFnHd035"
2662,"Check my New Video - @amazonIN  Summer Kurta Sets Try-on Haul
https://t.co/wiVomzZU3h

#fashion #ethnic #ethnicwear… https://t.co/9CqG99YiYr"
2663,"IQOO 7 5G
The Dual Chip Monster.
Be ready on 26th April.
THE WORLD IS GOING TO CHANGE.
@IqooInd 
@amazonIN… https://t.co/IDKlAY8q3m"
2664,Dear @amazonIN  Why Book's aren't Included in The Essential products list !? 😐
2665,Carnival Edition Quiz 22/04/2021 #AmazonQuiz @amazonIN #Carnival https://t.co/HzfTvCrKdU
2666,"#RadhaKrishna on Lotus with Flute Gold Plated Idol  https://t.co/7o1Sx0baeV via 
@amazonIN

#Radhe #RadheShyam… https://t.co/9Q4VDwM6Jq"
2667,"I need to win  huraay @IqooInd ,@amazonIN 
#IQOO7series https://t.co/JHaUDy2ZRV"
2668,"Hey @JeffBezos, the kindle store in @amazonIN is totally contaminated by scammers intentionally miscategorising the… https://t.co/ZPR9HAhh0d"
2669,Never place an order from @amazonIN  for any electronics. They send you broken material and refuse to take it back
2670,#AmazonFunzoneSlots @Amazonquiztime @amazonInQuiz @amazon @AmazonHelp @amazonIN #LovefromPune Hey Amazon I Wish To… https://t.co/lnDBa9qPUq
2671,#AmazonSpinandWin @Amazonquiztime @amazonInQuiz @amazon @AmazonHelp @amazonIN #LovefromPune Hey Amazon I Wish To Wi… https://t.co/Tb8Er2MUsH
2672,#AmazonQuiz @Amazonquiztime @amazonInQuiz @amazon @AmazonHelp @amazonIN @Sony #LovefromPune Hey Amazon I Wish to wi… https://t.co/QWDxp7sejo
2673,Why @amazonIN &amp; @Flipkart online delivery is banned in MH? Is there any logic behind this ban? Is @CMOMaharashtra a… https://t.co/W51swJKwaX
2674,I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/Rb9RBcIu7G @amazonIN… https://t.co/xj9Ays3kyM
2675,I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/T6BKwbrGXE #AmazonQuiz… https://t.co/IofQAoacTD
2676,"#IQOO7series @amazonIN  @IqooInd 
The largest vapor chamber phone that does not get heat https://t.co/jHtAfmoIL6"
2677,Dear @amazonIN essentials include medical equipment steamers and all pet food including cat food of all types... pl… https://t.co/W79VoHtb8B
2678,"#AmazonQuiz
Daily QuizTime
I played this interesting quiz on Amazon app at Amazon FunZone
I am eligible for win pri… https://t.co/mU51fWUbzj"
2679,"#AmazonSpinandWin
#AmazonQuiz
I played this interesting quiz on Amazon app at Amazon FunZone
I am eligible for win… https://t.co/IS9vuh2ufE"
2680,"#AmazonSpinandWin
I played this interesting quiz on Amazon app at Amazon FunZone
I am eligible for win prize....
Th… https://t.co/so2n1HQ8lD"
2681,Its Allrounder for me All features are favourite and best Antutu 830K+ it's show the quality of product @IqooInd… https://t.co/YZsdlaulvo
2682,"I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/qDiN7FgTgH
#AmazonQuiz… https://t.co/K9pxMNhTxB"
2683,Fuzone Carnival Spin #AmazonSpinandWin @amazonIN https://t.co/uQTd8Ia6t1
2684,"#AmazonQuiz
Carnival - Pictionary Quiz
I played this interesting quiz on Amazon app at Amazon FunZone
I am eligible… https://t.co/FskPsugVpO"
2685,"Thanks for this quiz @amazonIN 

#AmazonQuiz https://t.co/9zyq74Whky"
2686,"#AmazonQuiz
CARNIVAL EDITION QUIZ
I played this interesting quiz on Amazon app at Amazon FunZone
I am eligible for… https://t.co/2R3UVRcV1g"
2687,"Thanks for this quiz @amazonIN 

#AmazonSpinandWin https://t.co/yzcfvyVRjW"
2688,Carnival-Pictionary Quiz 22/04/2021 #AmazonQuiz #Carnival @amazonIN https://t.co/ZgZ2ofSfHF
2689,"#OPPOA745GQuiz
#AmazonQuiz
I played this interesting quiz on Amazon app at Amazon FunZone
I am eligible for win pri… https://t.co/W1hBGvcWhR"
2690,"A monster by @iqooInd on the on online giant @amazonIN
#IQOO7series
AnTuTu score 830k+
22 min full charge by 66W 
1… https://t.co/j6wcM0jR6D"
2691,"I ordered an Ecovacs Floor Robot from Amazon India (32,000 ) last week and look what I got @amazonIN @YahooNews . https://t.co/IeMRNnrKm9"
2692,Love each and every specification of Iqoo 7 legend. It's the BMW M Series badging which i love the most. Definitely… https://t.co/OIOMFg2HLg
2693,I brought product from @amazonIN but that was broken so i returned it and got refund but @Paytm is saying that they… https://t.co/KivFLQuF46
2694,"Amazing phone, next generation phone
I'm waiting for launch
@IqooInd @amazonIN #IQOO7series #iQOO75GAmazonQuiz https://t.co/sHxwR7bcNQ"
2695,"Love each and every specification of iqoo7. But the one which hits my mind is dedicated MEMC chip, definitely looki… https://t.co/sbT7P8FhcR"
2696,#AmazonQuiz  #AprilCarnivalQuizOnAmazon  may be this time they choose me winner so i can buy some gadgets for my si… https://t.co/hLhHONchaT
2697,"Upcoming on April 26th
Most waited mobile with Qualcomm Snapdragon 870 5G Processor
With 66W FlashCharge🔋
Having a… https://t.co/7W9mwFLg3Y"
2698,"Remember #AIWA 🤔 they launch 4 new audio products in #India on @amazonIN

-- #Earphones #DroidAsia #AmazonIn… https://t.co/eSk8uLuqDI"
2699,Dear @amazonIN please include books in essential categories. I am unable to order my course books . At my home .
2700,"This is my favourite feature in iQOO7series
#iQOO7series @IqooInd @amazonIN  hope i win
Thank you.. https://t.co/y40dIYFUtk"
2701,Sir please recheck my kdp account solofscience@gmail.com and reopen it. I don't have multiple accounts. Someone ill… https://t.co/luPHhYP7eD
