,Flipkart_tweets
714,"OPPO A53s 5G Specs

• 6.52"" HD+ LCD display
• Dimensity 700
• 13MP + 2MP + 2MP &amp; 8MP Front
• 5,000mAh (10W)
• 6+128… https://t.co/kq4U63uKzi"
715,Agreed they also looting people in this bad time @amazonIN @Flipkart very bad https://t.co/vrmh7VtrvB
716,"Last Day !!

WFH Sale Furniture &amp; Mattresses Upto 75%

Link: https://t.co/9xzOGfMtzB

🌟Extra 10% Off with HDFC Cred… https://t.co/ho2dTw2fH3"
717,Thank you so much #Flipkart  for giving me this worst service after 2 months waiting you are giving me this reply I… https://t.co/foM4IN6lJF
718,"Last Day !!

WFH Sale Furniture &amp; Mattresses Upto 75%

Link: https://t.co/bgLuZGghCq

🌟Extra 10% Off with HDFC Cred… https://t.co/ZjMkBzqsb2"
719,"Amazfit PowerBuds True Wireless Earbuds, Heart Rate Tracking, 24 Hrs Playtime @ 2299

https://t.co/dBhsl3IRme… https://t.co/V6VQNBn5EL"
720,"Mivi Bluetooth Headset @999

https://t.co/WuMvAfCcEJ https://t.co/pt5cL8yUZy
click above to find best deals and off… https://t.co/htgHZZs9qB"
721,"Amazonbasics Comforter Cover Set Starts @489 | Comforter Starts at Rs.612.

Master Link: https://t.co/lnk7zdCSgU… https://t.co/i8P85SQvUJ"
722,"Wallpaper starts at 99

https://t.co/241sPhDPp7 https://t.co/ZVHCs7fqgy
click above to find best deals and offers… https://t.co/fcw3O4j0i9"
723,"[Huge Price Drop] Beardo DarkNight Fragrance Combo @800

Code : BEARDO20

https://t.co/8kBsZf3kOI… https://t.co/umpCheyETm"
724,"https://t.co/nVau4RvtTy

574 : https://t.co/mMmnX8o86u https://t.co/AXDDdGroYH
click above to find best deals and o… https://t.co/ye5kS8ssqR"
725,"[Size 9] Puma Unisex Carson 2 Knit IDP Sargasso Sea-Peacoat @1068

https://t.co/ahTWh9b0Lz https://t.co/9TONHm8pYc… https://t.co/HSqHqTuYFe"
726,"Flite Kids Sandals Starts at Rs.74 + 10% Coupon

https://t.co/b7s29v8RIn https://t.co/r29l329ZUz
click above to fin… https://t.co/6o0nqBn3dp"
727,"AmazonBasics Microfiber 2-Piece Quilt/Duvet/Comforter Cover Set - Single (66x90-inch), Taupe - with pillow cover @… https://t.co/uQjqBjro7k"
728,"Grab Fast Symbol Formal Shirt Start @195 

https://t.co/5OIkpwHVmx https://t.co/49QxhQZAs7
click above to find best… https://t.co/vH70yc3XvN"
729,"Dabur Baby Wipes ( 80 Wipes X Pack of 3 ) @ 238.

https://t.co/5weUMD5HrB https://t.co/zp8ck70tHR
click above to fi… https://t.co/cNuOgjrmir"
730,"Grab Rs.699

https://t.co/xgaD5yMeTw https://t.co/K2OpqD3Onh
click above to find best deals and offers 
#deals… https://t.co/RhRfEofGtC"
731,iBall EarWear Sporty Wireless Bluetooth Headset with Mic for All Smartphones (Fluorescent Yellow)@499… https://t.co/9uz2supE9Q
732,"Lotte Soft Buscuits with Choco Covered, 504 g@150

https://t.co/63pKNvroVg https://t.co/XcpVtGU379
click above to f… https://t.co/GX4sQ83uj3"
733,"Men's IPL Sports Jersey at 146.

https://t.co/aWpZTWbjT3 https://t.co/9On5uNQHwZ
click above to find best deals and… https://t.co/csofcYMnv7"
734,"50% Off : Colombian Brew Coffee Arabica Cold Brew Dips, 10 Dips, 20 Cups @ 149

https://t.co/wbnf3ncE6s… https://t.co/eh38ZfdNLZ"
735,"https://t.co/p3jWnw3kyr https://t.co/iPOcc8JRnG
click above to find best deals and offers 
#deals #offers #cashback… https://t.co/5SEm5wdEVe"
736,"Hubberholme Womens Trackpants starts @243

https://t.co/Kp07G5alcd https://t.co/bnzTVIeXyv
click above to find best… https://t.co/5gjkAyRibL"
737,"Integriti Mens Cotton Kurta Starts at Rs.226.

https://t.co/Vpu54v5A48 https://t.co/x7RhfiCtBr
click above to find… https://t.co/RSWRMibPY5"
738,"Flipkart is collaborating with @GiveIndia Foundation to provide life-saving equipment to charitable hospitals, COVI… https://t.co/fY7aA0Hv03"
739,"WFH Sale Furniture &amp; Mattresses Upto 75%

Ends Today

https://t.co/v1hHxC8YoM

Use HDFC for 10% off https://t.co/XTsAX3jGe7"
740,"""The Theatre of Tomorrow""

Sale is currently live on https://t.co/5VV1tHz7Fl | @Flipkart
| Mi home

- Get upto ₹750… https://t.co/NKVqCZ5VP1"
741,I have created 3 tickets few days back (1 for ticket booking and 2 for refund-related) but the Flipkart support tea… https://t.co/1zyJn8hYmV
742,"OPPO A53s 5G launched in India

• 6+128GB: Rs.14,990
• 8+128GB: Rs.16,990

Sale on 2nd May at 12 noon via @Flipkart… https://t.co/VGR1kFIe3o"
743,"Oppo A53s 5G launched via Flipkart @Flipkart 
Specification
6.51 Inch 
HD+ Resolution
Mediatek Dimensity 700 Proces… https://t.co/dllLkgSScI"
744,"This just in the telecommunication #Mobile sector! 
@oppomobileindia to launch #A53s today! A sale via @Flipkart https://t.co/QVO2sTQmM3"
745,"For the bright lights, use #NakshatraPoojaOil.

Amazon: https://t.co/MY6EwvbtpF
Flipkart: https://t.co/rEoicUedCC… https://t.co/k7B8KBVRGq"
746,"Hindware Personal Air Cooler 

@5759 With Hdfc Credit card

https://t.co/kKuFCrvYLH"
747,"OPPO india announces new smartphone product in India...

Oppo A53s 5g - ₹14,990 (online price, 6gb/128gb)

More det… https://t.co/YF1s07f9iL"
748,"Hindware Personal Air Cooler  At 5759 With HDFC Credit card

https://t.co/Od4xJrAty5"
749,I just contributed to GiveIndia in the spirit of #Giving https://t.co/Z3BTwmYcyw via @giveindia
750,"Flipkart Sale 2021: Check Today’s Offer On Motorola, Realme, Samsung, Poco, Oppo, Vivo Smartphones https://t.co/6IYBWoB1Ex"
751,"🌟Pigeon Peristaltic Nursing Bottle Kpp 120Ml(Red) Nipple S at Rs 122

🔗https://t.co/CjHsnSZGej

PC : Flipkart at Rs 235"
752,"Pigeon Peristaltic Nursing Bottle Kpp 120Ml(Red) Nipple S, At 122

https://t.co/6Bkon2VCNf

PC : Flipkart At 235"
753,"Dear @Flipkart how careless and poor quality measurement at ur end, reseller is listing fake cosmetic product on yo… https://t.co/gUjmxZR52N"
754,"Order ID - OD121516814120259000 
#disappointed 
@flipkartsupport @Flipkart @_Kalyan_K @gautam_adani
@jagograhakjago… https://t.co/ssdzqZQcJ3"
755,"Indians can choose the #vaccine of their choice from May 1st
https://t.co/tm0GWpEKD1
#kheltakatak #ipl #CoWin… https://t.co/Hhpmn1bDzM"
756,"moto g60 with SD 732G, 108MP Camera for Rs 17,999 now available on #Flipkart https://t.co/jcoVNEnndW

₹1,500 Instan… https://t.co/zVZUnKjqKi"
757,"Mi QLED TV 75 for ₹1,19,999 now available on #Flipkart https://t.co/xXnMPfZj1M

Upto ₹7500 Discount with HDFC Bank… https://t.co/P97ZkVZQCd"
758,Some of the Upcoming Flipkart's #bigsavingday deals can check in pics share your thoughts if your planning to get a… https://t.co/S9TVZWtXRp
759,"""The Theatre of Tomorrow"" today 

Sale is live on https://t.co/acFqHe7PW1 @Flipkart, Mi home

- Get upto ₹7500 disc… https://t.co/eVU9n0v72N"
760,I ordered realme buds q from @Flipkart  but the charging case of bids is is not working so do something… https://t.co/HuLDKGRnNW
761,"Hot Harsh Sweaty Summers are around the corner
WHATS BETTER THAN COLD REFRESHING SHARBATS, RIGHT? 
Flipkart:… https://t.co/U7IhsEmBsO"
762,"🎁 #Moto G60 Sale Today at 12PM

Moto G60 First sale on 27th April starting @17,999

Link : https://t.co/N4lQsX1hcw… https://t.co/hzxRXZDIgY"
763,After waiting for Almost week and in replacement i still got fake oppo ecno m31 Headset  @Flipkart  @geekyranjit… https://t.co/EflcYh4ixq
764,"We're all set to see you #GoBeyond after knowing these brilliant features of #motog60! So, head to @Flipkart now an… https://t.co/cbdTIh3Tzi"
765,"Live at 12 Pm : #Mi Q1 189.34 cm (75 inch) QLED Ultra HD (4K) Smart Android TV@119999

https://t.co/PEX0YvNnX0

Ext… https://t.co/y9jriycwSS"
766,"With Intex's wireless headphones Jogger B, entertainment never stops! Enjoy the ultimate party in your head with so… https://t.co/KxP8WCrRfq"
767,"Buy #motog60 at just ₹16,499 (inclusive of ICICI Bank Offer of instant ₹1500 Off on Credit Cards &amp; Debit/Credit EMI… https://t.co/ZzrzFa1s3x"
768,"Monitor your health with just a simple glance on your wrist!
Check out the #realmeWatchS featuring Blood Oxygen Mon… https://t.co/OevHnUBKTH"
769,"The experts at @91Mobiles can truly vouch that the #realme8 5G is indeed value for money.
A long list of features a… https://t.co/6Oj1WDV5ky"
770,The journey to #GoBeyond has now begun! Join the ride by heading to @Flipkart and grabbing the latest #motog60 at j… https://t.co/v0u1eD2QL0
771,"Vivel Aloe Vera Bathing Bar
#HugePriceDrop

Deal : ₹ 148/- 
Price : ₹ 299/- 

Shop Here 👉 https://t.co/egGeXucBDl https://t.co/7OQm2akeXL"
772,"♨️♨️ Loot Deal: Boat Airdopes 402 True Wireless Earbuds with Bluetooth V5.0, Black @ 1349 only

Use Code: CKMXP30… https://t.co/nQmiQY5B3D"
773,"Whoaa!! Natraj The Right Choice is finalllyy on Twitterr
Check out our products on Amazon, Flipkart, Healthmug and… https://t.co/XZi4qFRk4X"
774,WELL DONE @Flipkart https://t.co/LXLUuO5paK
775,"Live at 12 Pm : Mi Q1 189.34 cm (75 inch) QLED Ultra HD (4K) Smart Android TV at 119999.

https://t.co/xmJPyRiPiH… https://t.co/UIEN7CaBow"
776,"Don’t miss out on these soft cotton nightwears. They are best for the summers. Order now!
#summerwear… https://t.co/6ZbvyszcLZ"
777,"Flipkart daily trivia quiz April 27, 2021: Get answers to these five questions to win discounts and gift vouchers https://t.co/IipD5LZGRS"
778,Moto G60 smartphone goes live for first sale today on Flipkart https://t.co/veCmn86CqZ #hnlenglish #headlineenglish #indianews #newsindia
779,"Live at 12 Pm : Mi Q1 189.34 cm (75 inch) QLED Ultra HD (4K) Smart Android TV At 119999

https://t.co/bfjCrDWFXE

E… https://t.co/48rpiXJsFy"
780,"I ♥ this product on Flipkart! Shanti Panna https://t.co/h74hit3JZc #buyonflipkart via @Flipkart 

My book - Shanti… https://t.co/1khmzihUYy"
781,Wow what a great service by flipkart after wating of 25 days it's very bad service@ @Flipkart @flipkartsupport… https://t.co/vFxxQ9G6jI
782,Flipkart Big Saving Days Sale 2021 ⚡ Gaming Mobile Sale on Flipkart | Flipkart Phone offer in India flipkart big sa… https://t.co/sJWfp6drlI
783,"Thank you flipkart , your customer care service sucks @Flipkart @flipkartsupport @FlipkartSellers"
784,"#tuesdayvibe #cupidcondoms Its time to feel the change 
Use #CupidFemaleCondom
https://t.co/MDkXpePD0y… https://t.co/HxnQRh6ep9"
785,"With ref to order - OD121561157219016000
I ordered my mobile on 18Apr whose delivery was at 22April 21 now it's 27t… https://t.co/mUK4V4eUqe"
786,"Oppo A53s 5G Set to Launch in India Today, to Go on Sale via Flipkart: Price, Specifications https://t.co/J54F3n5uCL https://t.co/PAsSKjsA8u"
787,"Hi 

@Flipkart

, I have ordered a REDMI earbud s from Flipkart. Just realised that the seller #SuperComNet is twee… https://t.co/aowaUpyPXk"
788,"Loot Deal: #Boat Airdopes 402 True Wireless Earbuds with Bluetooth V5.0, Black 

@ Rs.1349 only

Use Code: CKMXP30… https://t.co/6OXxwDn8qv"
789,"Grab: Boat Airdopes 402 True Wireless Earbuds with Bluetooth V5.0, Black @ 1349 only

Use Code: CKMXP30… https://t.co/LCRddzjFUd"
790,"27th April #Flipkart Video Quiz All Answers win Assured rewards

Read more at: https://t.co/iqo5kA8qIw
#FForFree… https://t.co/M75bvdzPKq"
791,OD221498021149788000 I am waiting for new replacement but still i didn't got it. I am very frustrated with flipkart… https://t.co/ubeR8mSXYG
792,"A53s 5G 
-less than Rs. 15,000 via Flipkart at 12pm (noon)

#A53s
#5G https://t.co/9ePpdzqm6w"
793,"#Flipkart #Sale 2021: Check #Today’s #Offer On #Motorola, #Realme, #Samsung, #Poco, #Oppo, #Vivo #Smartphones
https://t.co/cS9zqRZQnn"
794,"Flipkart Cred Loot Offer : Spin Using 1000 Cred Coins &amp; Get A Chance To Win ₹3000 Off Coupon.

Download Cred App… https://t.co/TeG4COtpbo"
795,"Top Wing Mission Ready Track Playset, Includes Ramp Jump and Double Vehicle Launcher for Top Wing Vehicles, Toy for… https://t.co/XYkojLdfK6"
796,It's that time again when your house resonates the sound of loud cheer. Watch live in Ultra HD quality with built i… https://t.co/bFc2P3gAzQ
797,Never ever buy any #Electronic gadgets from  #Flipkart  @flipkartsupport @FlipkartStories @Flipkart  #fraud #Cheater https://t.co/ytMRyu1GQn
798,"Dear Flipkart, I ordered the reebok shoes from my account .. I got used shoes in the box.. I want to return them bu… https://t.co/E4ekXW1ruX"
799,Booked a GoAir 515 tkt through flipkart from hyd to patna ..flight got cancelled..So i cancelled my ticket through… https://t.co/cjXvFGv8tc
800,Again I got same reply from flipkart sorry sir app ka product aj dilivered nahi ho sakta bakwas service provided by… https://t.co/uIffKytl70
801,Helo @Flipkart since I’m not satisfied with ur service and I raised a complaint on you in the consumer council and… https://t.co/3BnvgrsgaA
802,"Oppo A53s 5G to Launch in🇮🇳Today,
priced under Rs 15 k (on @Flipkart) @oppomobileindia teased earlier
I highly reco… https://t.co/E7gJ0mVd3w"
803,#Flipkart forced me to cancel this order!! what a worst service  by flipkart. i going for mentality harassment cash… https://t.co/BPeuONfppj
804,"Don’t step out to buy fruits, vegetables, and groceries, instead, #JustQuickIt. Get 90-minute doorstep delivery in… https://t.co/gF6vaxiRAa"
805,"#MotoG60 goes on sale in India today

https://t.co/PIEUw7Edcs"
806,Hi @EurekaForbes do you Install/Support ROs bought from online portals like Amazon flipkart etc?
807,"Bring the theatre home #MiQLEDTV75.

Sale starts at 12 noon Today.
Get yours on https://t.co/9TUcV2lDHo, @Flipkart,… https://t.co/NpnqALRzUi"
808,"It will be available at 12 pm on Flipkart. 

#MotoG60 @motorolaindia
https://t.co/8ntVh5utXw"
809,MY RETURN PICKUP IS COMPLEATE BUT FLIKART NOT INSIATE REFUND  AND ESCALET ISSUES AND RESOLVE YOURSELF WHAT HAPPH??… https://t.co/ursuA9kOJw
810,Working Again : In Cred App go to club tab then click over below image and spin the wheel many getting Rs.3000 Vouc… https://t.co/OxrCQeU2qr
811,"#realme 8 Pro in illuminating Yellow colour to go on sale on April 26

@realmeIndia #realme8Pro #smartphone… https://t.co/dA0pD4hkI6"
812,"Amazed at the audacity  of those who say ""How can you ask for the IPL to stop when Amazon and Flipkart are working?… https://t.co/3w8sv6aI1M"
813,"Hi folks
Where are you buying your masks from? 
Confused with the options on Amazon and Flipkart as many have a lot… https://t.co/UNwJfm5C95"
814,"Why the Centre and State govt are not using @amazon , @Flipkart , @delhivery , @BlueDart_  logistical network. They… https://t.co/J3ppolEcjA"
815,One of the best fake promises #Flipkart they are say something and do something India's No.1 brand in fake promises… https://t.co/V0HdlYZ889
816,"47% off on - #Voltas 1.5 Ton Inverter 5 Star Copper (2020 Range) 185V JZJ (R32) Split AC (White) - Rs. 36490

Buy N… https://t.co/sR4ZeVxJAB"
817,THE ALL NEW #realme8 5G SALE WILL BE STARTED TOMORROW AT 12 PM ON @Flipkart AND https://t.co/QYrSM6Rccf STAY TUNED!… https://t.co/2ZfPhmYA5K
818,"Oppo A53s 5G Set to Launch in India Today, to Go on Sale via Flipkart: Price, Specifications https://t.co/RdfPRhcSHv"
819,Ordered @EurekaForbes water purifier from @Flipkart. The order got delivered in March but I haven't got the install… https://t.co/e9SABUgN0k
820,"The Perfect Underwear for Any Occasion You need!
Shop DCI Drawer @ https://t.co/CR4VksBdcJ
Also shop @Flipkart :… https://t.co/HwzqvMuG1n"
821,"New Stock : Flipkart : Groceries Upto 99% off+ Bank Offer

Link : https://t.co/x8Le77Km15

1 Rupee Deals ( add all… https://t.co/gWceQPUSVo"
822,"Oppo A53s 5G launched today in India and will be launched via Flipkart: Price, Specifications https://t.co/e25WCNuswo"
823,"With India battling a deadly second wave of the pandemic, night curfews and partial-to-near-complete lockdowns seem… https://t.co/M4CLvOZkEj"
824,Thank you @CRED_club for giving us an opportunity to be part of helping hand to the country #India in this rough ti… https://t.co/NlfZdUUsm8
825,what is this behaviour @Flipkart https://t.co/9qMLvMGAJp
826,"#Covid19IndiaHelp
In an era of e-commerce ppl are made to stand in queue risking their lyfs to save family members.… https://t.co/B0bMzEZYAE"
827,IPL 2021 which match had super over give ipl related answers to win Flipkart Quiz April 27 2021 get prizes on app a… https://t.co/3o8Up2pCHY
828,"Flybot Wave in-Ear Sport Wireless Bluetooth Earphone with Mic and IPX4 Sweatproof - (Red)

#amazonindia #amazon… https://t.co/okPFJlFfe7"
829,"I placed an order from Flipkart on 21.01.21. Credit card ( HDFC)
For some reason the order was canceled. Flipkart s… https://t.co/zlPsoMZyxC"
830,Karnataka will allow all e-commerce deliveries during 14-day lockdown #ECommerce #KarnatakaLockdown #Amazon… https://t.co/9x8bAOcHpT
831,"The Lightweight and Comfortable Design of the #realmeBudsWirelessPro truly helps you turn the #NoiseOffMusicOn. 
Sh… https://t.co/eXCLoryxqR"
832,The #realme8 5G will elevate your experience to a whole new level with India’s First MediaTek Dimensity 700 5G Proc… https://t.co/re5MQrdUUo
833,Till now @Flipkart not created..
834,"During this pandemic where we all are fighting for our lives , nd these merchant companies are try to befool us and… https://t.co/5ztf9fAOuN"
835,"Oppo A53s 5G Set to Launch in India Today, to Go on Sale via Flipkart https://t.co/NGx3iKiNBW"
836,"#OPPOA53s set to launch in India today. Here's all we know so far

https://t.co/2pemLoladl"
837,"Mi QLED TV 75 for ₹1,19,999 | Sale starts today at 12Pm. #Flipkart https://t.co/xXnMPfZj1M

Upto ₹7500 Discount wit… https://t.co/0wyw6P9nUT"
838,"Title : Moto G60 to Go on Sale in India Today: Check Offers, Price
Link : https://t.co/O9EjgtVMLV
27/04/21  09:49:50"
